display_name,search_name,mailing_address,city,state,zip,feid_number,feid_suffix,elt_customer_number,phone,email,payoff_website,lien_release_notes,elt_notes,search_aliases,last_verified_date,internal_notes,source
COPPER STATE CREDIT UNION,COPPER STATE CREDIT UNION,15458 N 28TH AVE,PHOENIX,AZ,85053,866050693,1,603530519,,,,,,,,,Florida ELT / Lienholder Source List
COQUI AUTO SALES,COQUI AUTO SALES,6408-C CSWY,TAMPA,FL,33619,203768170,2,233329301,,,,,,,,,Florida ELT / Lienholder Source List
CORAILLE AUTO SALES INC,CORAILLE AUTO SALES,4570 BABCOCK ST NE STE 14,PALM BAY,FL,32905,270168599,2,235455209,,,,,,,,,Florida ELT / Lienholder Source List
CORAL COMMUNITY FEDERAL CREDIT UNION,CORAL COMMUNITY FEDERAL CREDIT UNION,1930 NE 47 ST STE 120,FORT LAUDERDALE,FL,33308,591631137,1,217297649,,,,,,,,,Florida ELT / Lienholder Source List
CORAL FINANCING LLC,CORAL FINANCING,3011-33 NW 36 ST,MIAMI,FL,33142,270705236,1,233559931,,,,,,,,,Florida ELT / Lienholder Source List
CORAL OAKS CAPITAL LLC,CORAL OAKS CAPITAL,135 SAN LORENZO AVE STE 530,CORAL GABLES,FL,33146,834173344,1,260183371,,,,,,,,,Florida ELT / Lienholder Source List
CORAL SPRINGS PRE-OWNED AUTO SALES,CORAL SPRINGS PRE OWNED AUTO SALES,5871 NW 124TH WAY,CORAL SPRINGS,FL,33076,262434759,3,233329335,,,,,,,,,Florida ELT / Lienholder Source List
CORAL WAY AUTO SALES INC,CORAL WAY AUTO SALES,2729 NW 56TH ST,MIAMI,FL,33142,341997708,2,233705207,,,,,,,,,Florida ELT / Lienholder Source List
CORAVO INC.,CORAVO,2841 NE 163RD ST APT 106,N MIAMI BEACH,FL,33160,462099345,2,236670969,,,,,,,,,Florida ELT / Lienholder Source List
CORDA CREDIT UNION,CORDA CREDIT UNION,3015 BLAIRS FERRY RD NE,CEDAR RAPIDS,IA,52402,420173285,2,242036439,,,,,,,,,Florida ELT / Lienholder Source List
"CORDERO AUTO SALES, INC.",CORDERO AUTO SALES,1426 9TH ST W,BRADENTON,FL,34205,473913794,2,244148851,,,,,,,,,Florida ELT / Lienholder Source List
CORE ACCEPTANCE CORPORATION,CORE ACCEPTANCE,9201 E CALUSA CLUB DR,MIAMI,FL,33186,832148329,1,258390253,,,,,,,,,Florida ELT / Lienholder Source List
CORE CREDIT UNION,CORE CREDIT UNION,PO BOX 1987,STATESBORO,GA,30459,586220616,1,222578117,,,,,,,,,Florida ELT / Lienholder Source List
COREFIRST BANK & TRUST,COREFIRST BANK TRUST,PO BOX 5049,TOPEKA,KS,66605,480649730,1,223864651,,,,,,,,,Florida ELT / Lienholder Source List
COREMERICA INC,COREMERICA,101 NW 41ST CT,DEERFIELD BEACH,FL,33064,473106662,1,603760981,,,,,,,,,Florida ELT / Lienholder Source List
COREPLUS FCU,COREPLUS FCU,202 SALEM TPKE,NORWICH,CT,6360,60665058,1,234558965,,,,,,,,,Florida ELT / Lienholder Source List
COREY'S CARS LLC,COREY S CARS,650 NE 27TH ST STE AB,POMPANO BEACH,FL,33064,475115349,4,614907139,,,,,,,,,Florida ELT / Lienholder Source List
"COREY'S CARS, LLC.",COREY S CARS,3209 CLINT MOORE RD # 108,BOCA RATON,FL,33496,475115349,2,244853979,,,,,,,,,Florida ELT / Lienholder Source List
COREY'S ECONOMY CARS OF DAYTONA BEACH INC,COREY S ECONOMY CARS OF DAYTONA BEACH,1122 MASON AVE,DAYTONA,FL,32117,461670433,2,233905239,,,,,,,,,Florida ELT / Lienholder Source List
CORN GROWERS STATE BANK,CORN GROWERS STATE BANK,PO BOX 405,MURDOCK,NE,68407,470371919,1,607144541,,,,,,,,,Florida ELT / Lienholder Source List
CORNER FINANCIAL,CORNER FINANCIAL,1310 W COLONIAL DR STE 2,ORLANDO,FL,32804,461692314,1,237909625,,,,,,,,,Florida ELT / Lienholder Source List
CORNER LOT AUTO SALES LLC,CORNER LOT AUTO SALES,10325 N NEBRASKA AVE,TAMPA,FL,33612,873806066,1,612827145,,,,,,,,,Florida ELT / Lienholder Source List
CORNER POST FEDERAL CREDIT UNION,CORNER POST FEDERAL CREDIT UNION,566 S MAIN ST,WILKES BARRE,PA,18702,240795239,1,234292927,,,,,,,,,Florida ELT / Lienholder Source List
CORNER STONE CREDIT UNION,CORNER STONE CREDIT UNION,130 HISTORIC TOWN SQ,LANCASTER,TX,75146,750992724,2,232035225,,,,,,,,,Florida ELT / Lienholder Source List
CORNERSTONE AUTO SALES LLC,CORNERSTONE AUTO SALES,1600 N STATE ST UNIT 101,BUNNELL,FL,32110,921247674,2,621541813,,,,,,,,,Florida ELT / Lienholder Source List
CORNERSTONE BANK,CORNERSTONE BANK,2060 MOUNT PARAN RD NW STE 100,ATLANTA,GA,30327,582588741,1,250346101,,,,,,,,,Florida ELT / Lienholder Source List
CORNERSTONE BANK,CORNERSTONE BANK,2280 45TH ST S,FARGO,ND,58104,450117720,1,235984785,,,,,,,,,Florida ELT / Lienholder Source List
CORNERSTONE BANK,CORNERSTONE BANK,54 S MAIN ST,LEXINGTON,VA,24450,261473752,2,259802445,,,,,,,,,Florida ELT / Lienholder Source List
CORNERSTONE BANK NA,CORNERSTONE BANK NA,54 S MAIN ST,LEXINGTON,VA,24450,261473752,1,259802403,,,,,,,,,Florida ELT / Lienholder Source List
CORNERSTONE COMMUNITY BANK,CORNERSTONE COMMUNITY BANK,PO BOX 55699,ST PETERSBURG,FL,33732,593531566,6,214147225,,,,,,,,,Florida ELT / Lienholder Source List
CORNERSTONE COMMUNITY CREDIT UNION,CORNERSTONE COMMUNITY CREDIT UNION,414 61 ST,DES MOINES,IA,50312,426058209,1,213936621,,,,,,,,,Florida ELT / Lienholder Source List
CORNERSTONE COMMUNITY FEDERAL CREDIT UNION,CORNERSTONE COMMUNITY FEDERAL CREDIT UNION,PO BOX 830,LOCKPORT,NY,14095,160817398,5,232159457,,,,,,,,,Florida ELT / Lienholder Source List
CORNERSTONE COMMUNITY FINANCIAL CREDIT UNION,CORNERSTONE COMMUNITY FINANCIAL CREDIT UNION,2955 UNIVERSITY DR,AUBURN HILLS,MI,48326,381418001,4,238136519,,,,,,,,,Florida ELT / Lienholder Source List
CORNERSTONE CREDIT UNION,CORNERSTONE CREDIT UNION,550 W MEADOWS DR,FREEPORT,IL,61032,362217287,2,253002899,,,,,,,,,Florida ELT / Lienholder Source List
CORNERSTONE FINANCIAL CREDIT UNION,CORNERSTONE FINANCIAL CREDIT UNION,PO BOX 120729,NASHVILLE,TN,37212,620575774,3,251646481,,,,,,,,,Florida ELT / Lienholder Source List
CORNETTS SPIRIT OF THE SUWANNEE INC,CORNETTS SPIRIT OF SUWANNEE,3076 95TH DR,LIVE OAK,FL,32060,592598500,2,234192023,,,,,,,,,Florida ELT / Lienholder Source List
CORNING CABLE SYSTEMS CREDIT UNION,CORNING CABLE SYSTEMS CREDIT UNION,PO BOX 489,HICKORY,NC,28603,560768867,3,243474509,,,,,,,,,Florida ELT / Lienholder Source List
CORNING CREDIT UNION,CORNING CREDIT UNION,ONE CREDIT UNION PLAZA,CORNING,NY,14830,166028994,3,209005116,,,,,,,,,Florida ELT / Lienholder Source List
CORO IMPORT EXPORT INC/GALLERY AUTO,CORO IMPORT EXPORT GALLERY AUTO,2676 N ORANGE BLOSSOM TRL,KISSIMMEE,FL,34744,421636790,6,247129427,,,,,,,,,Florida ELT / Lienholder Source List
"CORO IMPORT EXPORT, INC",CORO IMPORT EXPORT,1425 W TAFT VINELAND RD,ORLANDO,FL,32837,588013225,1,233459125,,,,,,,,,Florida ELT / Lienholder Source List
"CORO IMPORT EXPORT, INC.",CORO IMPORT EXPORT,2776 N ORANGE BLOSSOM TRL,KISSIMMEE,FL,34744,421636790,4,243206841,,,,,,,,,Florida ELT / Lienholder Source List
COROMANDEL SPV LLC,COROMANDEL SPV,2335 E COLORADO BLVD STE 115 PMB 176,PASADENA,CA,91107,843817684,1,617698597,,,,,,,,,Florida ELT / Lienholder Source List
CORONA AUTO SALES LLC,CORONA AUTO SALES,1625 US HWY 92 W,AUBURNDALE,FL,33823,272897596,2,233260533,,,,,,,,,Florida ELT / Lienholder Source List
CORPORATE AMERICA FAMILY CREDIT UNION,CORPORATE AMERICA FAMILY CREDIT UNION,2075 BIG TIMBER RD,EGLIN,IL,60123,360760135,10,235042095,,,,,,,,,Florida ELT / Lienholder Source List
CORPORATE CARS INC,CORPORATE CARS,2000 SE 71ST TER BLDG B-7,DAVIE,FL,33317,650320765,2,233603689,,,,,,,,,Florida ELT / Lienholder Source List
"CORPORATE LEASING ASSOCIATES, INC.",CORPORATE LEASING ASSOCIATES,559 AMHERST DR,WOODMERE,NY,11598,133233978,1,630291453,,,,,,,,,Florida ELT / Lienholder Source List
CORREA KAHIL IMPORT EXPORT LLC,CORREA KAHIL IMPORT EXPORT,2210 NW 14TH ST BAY # 10,MIAMI,FL,33125,844119405,2,265097875,,,,,,,,,Florida ELT / Lienholder Source List
CORRECTIONAL WORKERS FEDERAL CREDIT UNION,CORRECTIONAL WORKERS FEDERAL CREDIT UNION,PO BOX 1345,EL RENO,OK,73036,730581110,2,263225393,,,,,,,,,Florida ELT / Lienholder Source List
CORRY JAMESTOWN CREDIT UNION,CORRY JAMESTOWN CREDIT UNION,637 N CENTER ST STE A,CORRY,PA,16407,251021509,1,246999187,,,,,,,,,Florida ELT / Lienholder Source List
"CORS ENTERPRISES, INC.",CORS ENTERPRISES,416 NW 79TH ST,MIAMI,FL,33150,474585595,2,249048401,,,,,,,,,Florida ELT / Lienholder Source List
"CORSA IMPORTS, LLC",CORSA IMPORTS,PO BOX 600893,NORTH MIAMI BEACH,FL,33160,822397016,3,256108315,,,,,,,,,Florida ELT / Lienholder Source List
CORTES AUTO SALES LLC,CORTES AUTO SALES,1807 MONTICELLO ST,DELTONA,FL,32738,842266916,2,263636097,,,,,,,,,Florida ELT / Lienholder Source List
CORTEZ MOTORS LLC,CORTEZ MOTORS,4004 CORTEZ RD W,BRADENTON,FL,34210,814500521,2,259039035,,,,,,,,,Florida ELT / Lienholder Source List
CORTLAND PRODUCTS CORP,CORTLAND PRODUCTS,225 W WASHINGTON ST FL 9,CHICAGO,IL,60606,20569055,1,261268843,,,,,,,,,Florida ELT / Lienholder Source List
"CORTRUST BANK, N. A.",CORTRUST BANK N A,2101 S MINNESOTA AVE,SIOUX FALLS,SD,57105,460159100,2,245543643,,,,,,,,,Florida ELT / Lienholder Source List
CORUMBAU AMERICA LLC DBA SNAP CARS,CORUMBAU AMERICA DBA SNAP CARS,6850 HOFFNER AVE,ORLANDO,FL,32822,384026887,3,260989713,,,,,,,,,Florida ELT / Lienholder Source List
COSRQ LLC,COSRQ,2875 ASHTON RD STE 21891,SARASOTA,FL,34231,821598695,1,627889959,,,,,,,,,Florida ELT / Lienholder Source List
COST LESS AUTO SALES & SERVICE LLC,COST LESS AUTO SALES SERVICE,198 NE 33RD ST,OAKLAND PARK,FL,33334,931990930,2,622667117,,,,,,,,,Florida ELT / Lienholder Source List
COSTAL FLORIDA AUTO GROUP LLC,COSTAL FLORIDA AUTO GROUP,1724 W JEFFERSON ST,QUINCY,FL,32351,832141069,2,257888179,,,,,,,,,Florida ELT / Lienholder Source List
COTO FINANCIAL SERVICES INC,COTO FINANCIAL SERVICES,561 W 35 PL,HIALEAH,FL,33012,454169861,1,234861209,,,,,,,,,Florida ELT / Lienholder Source List
"COTTONMOUTH CUSTOMS, LLC",COTTONMOUTH CUSTOMS,8655 GULF BEACH HWY,PENSACOLA,FL,32507,843013904,2,606123221,,,,,,,,,Florida ELT / Lienholder Source List
COTTONWOOD COMMUNITY FEDERAL CREDIT UNION,COTTONWOOD COMMUNITY FEDERAL CREDIT UNION,PO BOX 507,COTTONWOOD,ID,83522,820203708,2,620438293,,,,,,,,,Florida ELT / Lienholder Source List
COULEE DAM FEDERAL CREDIT UNION,COULEE DAM FEDERAL CREDIT UNION,PO BOX 216,COULEE DAM,WA,99116,910495464,1,244147599,,,,,,,,,Florida ELT / Lienholder Source List
COUNTRY AUTO SALES,COUNTRY AUTO SALES,809 NE 44TH ST,OAKLAND PARK,FL,33334,261999201,2,237715497,,,,,,,,,Florida ELT / Lienholder Source List
COUNTRY CLUB BANK,COUNTRY CLUB BANK,1 WARD PKWY,KANSAS CITY,MO,64112,440574255,1,616089879,,,,,,,,,Florida ELT / Lienholder Source List
COUNTRY CLUB MOTORS LLC,COUNTRY CLUB MOTORS,1102 SE 9TH LN,CAPE CORAL,FL,33990,811819367,2,248867893,,,,,,,,,Florida ELT / Lienholder Source List
"COUNTRY CORNER AUTOS, LLC",COUNTRY CORNER AUTOS,1101 W OAK ST,ARCADIA,FL,34266,812483002,2,247857095,,,,,,,,,Florida ELT / Lienholder Source List
"COUNTRY ESTATES OF OCALA, LLC.",COUNTRY ESTATES OF OCALA,14035 W RIVER RD,INGLIS,FL,34449,202272736,2,244442199,,,,,,,,,Florida ELT / Lienholder Source List
COUNTRY MOTORS INC,COUNTRY MOTORS,908 S SCENIC HWY,FROSTPROOF,FL,33843,201708957,1,223622717,,,,,,,,,Florida ELT / Lienholder Source List
"COUNTRY SIDE AUTO SALES, LLC",COUNTRY SIDE AUTO SALES,34140 STATE ROAD 54,ZEPHYRHILLS,FL,33543,460547930,2,234533477,,,,,,,,,Florida ELT / Lienholder Source List
"COUNTRYPLACE MORTGAGE, LTD",COUNTRYPLACE MORTGAGE,15301 SPECTRUM DR STE 550,ADDISON,TX,75001,752585326,6,235781473,,,,,,,,,Florida ELT / Lienholder Source List
COUNTRYSIDE AUTO PARTS SALES & LEASING INC,COUNTRYSIDE AUTO PARTS SALES LEASING,303 N CENTER ST,PIERSON,FL,32180,593715601,2,233244173,,,,,,,,,Florida ELT / Lienholder Source List
COUNTRYSIDE FEDERAL CREDIT UNION,COUNTRYSIDE FEDERAL CREDIT UNION,5720 COMMONS PARK,EAST SYRACUSE,NY,13057,150536972,2,236551733,,,,,,,,,Florida ELT / Lienholder Source List
COUNTRYWIDE AUTO SALES LLC,COUNTRYWIDE AUTO SALES,5666 RODMAN ST,HOLLYWOOD,FL,33023,842681689,2,261928823,,,,,,,,,Florida ELT / Lienholder Source List
COUNTY AUTO SALES LLC,COUNTY AUTO SALES,7120 MEMORY LN,ORLANDO,FL,32807,853946414,2,600759629,,,,,,,,,Florida ELT / Lienholder Source List
COUNTY BANK,COUNTY BANK,19927 SHUTTLE RD,REHOBOTH BEACH,DE,19971,510317446,1,236792013,,,,,,,,,Florida ELT / Lienholder Source List
COUNTY COMMERCE BANK,COUNTY COMMERCE BANK,2400 E GONZALES RD,OXNARD,CA,93036,953049066,1,237923563,,,,,,,,,Florida ELT / Lienholder Source List
COUNTY LINE MOTORS,COUNTY LINE MOTORS,3393 W HWY 98,MARY ESTHER,FL,32569,900915062,3,227108579,,,,,,,,,Florida ELT / Lienholder Source List
COUNTY LINE ROAD AUCTION,COUNTY LINE ROAD AUCTION,3410 FUTCH RD,PLANT CITY,FL,33566,592826382,2,244487207,,,,,,,,,Florida ELT / Lienholder Source List
COUNTYBANK,COUNTYBANK,PO BOX 3129,GREENWOOD,SC,29648,570147610,1,634157823,,,,,,,,,Florida ELT / Lienholder Source List
COURTESY AUTO CENTER,COURTESY AUTO CENTER,420 SPRING HAMMOCK CT,LONGWOOD,FL,32750,273483337,2,235176277,,,,,,,,,Florida ELT / Lienholder Source List
COURTESY AUTOMOTIVE INC.,COURTESY AUTOMOTIVE,3401 W NAVY BLVD,PENSACOLA,FL,32505,364905134,3,611125333,,,,,,,,,Florida ELT / Lienholder Source List
COVANTAGE CREDIT UNION,COVANTAGE CREDIT UNION,PO BOX 107,ANTIGO,WI,54409,390945701,3,238097655,,,,,,,,,Florida ELT / Lienholder Source List
COVE FEDERAL CREDIT UNION,COVE FEDERAL CREDIT UNION,577 DUDLEY PIKE,EDGEWOOD,KY,41017,611169581,3,244651265,,,,,,,,,Florida ELT / Lienholder Source List
"COVEMAT MACHINERY TRADER, LLC",COVEMAT MACHINERY TRADER,10901 NW SOUTH RIVER DR,MEDLEY,FL,33178,461796065,2,237239461,,,,,,,,,Florida ELT / Lienholder Source List
COVENANT BANK,COVENANT BANK,232 GOODMAN RD W,SOUTHAVEN,MS,38671,640930824,1,244377801,,,,,,,,,Florida ELT / Lienholder Source List
COVENANT BANK,COVENANT BANK,60 N MAIN ST,DOYLESTOWN,PA,18901,205970605,1,259749543,,,,,,,,,Florida ELT / Lienholder Source List
COVENANT INVESTMENT GROUP LLC,COVENANT INVESTMENT GROUP,2155 TURNBULL BAY RD,NEW SMYRNA BEACH,FL,32168,844333416,1,616420653,,,,,,,,,Florida ELT / Lienholder Source List
COVENCA DBA LGA AUTO SALES,COVENCA DBA LGA AUTO SALES,1543 W LANDSTREET RD STE 903,ORLANDO,FL,32824,352783266,2,635444441,,,,,,,,,Florida ELT / Lienholder Source List
"COVER ALL SERVICE, INC",COVER ALL SERVICE,9705 E COLONIAL DR,ORLANDO,FL,32817,592240713,3,236032601,,,,,,,,,Florida ELT / Lienholder Source List
COVERALLWAYS DBA MOTOR CELLAR,COVERALLWAYS DBA MOTOR CELLAR,2120 N MAIN ST,GAINESVILLE,FL,32609,261092791,2,237486641,,,,,,,,,Florida ELT / Lienholder Source List
COVERED BRIDGE CREDIT UNION,COVERED BRIDGE CREDIT UNION,PO BOX 575,WINDSOR,VT,5089,30213363,1,226345981,,,,,,,,,Florida ELT / Lienholder Source List
COVINGTON SCHOOLS FEDERAL CREDIT UNION,COVINGTON SCHOOLS FEDERAL CREDIT UNION,PO BOX 442,ANDALUSIA,AL,36420,630414020,2,246678089,,,,,,,,,Florida ELT / Lienholder Source List
"COWART MOTORS, LLC",COWART MOTORS,3501 W HIGHWAY 98,PANAMA CITY,FL,32401,831537532,2,260254253,,,,,,,,,Florida ELT / Lienholder Source List
COWBOY'S AUTO SALES,COWBOY S AUTO SALES,1614 WKEWA NENE,TALLHASSEE,FL,32301,454115978,2,234063607,,,,,,,,,Florida ELT / Lienholder Source List
COWETA CITIES & COUNTY EFCU,COWETA CITIES COUNTY EFCU,PO BOX 71063,NEWNAN,GA,30271,581153710,1,247948717,,,,,,,,,Florida ELT / Lienholder Source List
COX MOTORS LLC,COX MOTORS,PO BOX 46185,TAMPA,FL,33646,274328856,2,233428987,,,,,,,,,Florida ELT / Lienholder Source List
COYOTE AUTO SALES,COYOTE AUTO SALES,4704 W VASCONIA ST,TAMPA,FL,33629,261217046,1,234852213,,,,,,,,,Florida ELT / Lienholder Source List
CP TRANSPORTATION LLC,CP TRANSPORTATION,10024 NW 41ST ST,DORAL,FL,33178,261375224,2,236551583,,,,,,,,,Florida ELT / Lienholder Source List
CPE AMERICA 1 LLC,CPE AMERICA 1,655 W LYTELL ST,METTER,GA,30439,320457097,2,258969255,,,,,,,,,Florida ELT / Lienholder Source List
"CPH FINANCE, LLC",CPH FINANCE,1751 W 10TH ST,RIVIERA BEACH,FL,33404,811979424,1,246519347,,,,,,,,,Florida ELT / Lienholder Source List
CPM FCU,CPM FCU,PO BOX 62229,CHARLESTON,SC,29419,570363277,1,204790291,,,,,,,,,Florida ELT / Lienholder Source List
CPORT CREDIT UNION,CPORT CREDIT UNION,313 US ROUTE 1,SCARBOROUGH,ME,4074,10079380,2,218934846,,,,,,,,,Florida ELT / Lienholder Source List
CPT,CPT,1 CIVIC CENTER DR STE 310,SAN MARCOS,CA,92069,593198066,1,251596187,,,,,,,,,Florida ELT / Lienholder Source List
CQ FLORIDA SOLUTIONS LLC,CQ FLORIDA SOLUTIONS,1505 W LANDSTREET RD STE 804,ORLANDO,FL,32824,821759151,2,252338165,,,,,,,,,Florida ELT / Lienholder Source List
CR LUX LLC (DBA); BUY DIRECT FROM AUCTION,CR LUX DBA BUY DIRECT FROM AUCTION,4960 SW 52ND ST,DAVIE,FL,33314,850500006,2,624776625,,,,,,,,,Florida ELT / Lienholder Source List
"CRA AUTO SALES, INC.",CRA AUTO SALES,20 N COLLEGE AVE STE A,EATONVILLE,FL,32751,300728088,2,233735959,,,,,,,,,Florida ELT / Lienholder Source List
CRAIG'S AUTO SALES INC,CRAIG S AUTO SALES,PO BOX 1632,LAKE CITY,FL,32025,452695275,2,233347963,,,,,,,,,Florida ELT / Lienholder Source List
CRANE CREDIT UNION,CRANE CREDIT UNION,1 WESTGATE DR,ODON,IN,47562,350978599,2,223562369,,,,,,,,,Florida ELT / Lienholder Source List
CRANSTON MUNICIPAL EMP CREDIT UNION,CRANSTON MUNICIPAL EMP CREDIT UNION,1615 PONTIAC AVE,CRANSTON,RI,2920,50255777,1,217451398,,,,,,,,,Florida ELT / Lienholder Source List
CRAZY DAVE'S CUSTOMS LLC,CRAZY DAVE S CUSTOMS,PO BOX 404,HERNANDO,FL,34441,833631848,2,259486547,,,,,,,,,Florida ELT / Lienholder Source List
CRAZY MOTORS CORP,CRAZY MOTORS,446 NW 79 ST,MIAMI,FL,33150,432004766,2,234710297,,,,,,,,,Florida ELT / Lienholder Source List
CREATIONS AUTO SALES INC,CREATIONS AUTO SALES,6015 W BURKE ST,TAMPA,FL,33634,460568965,2,233560017,,,,,,,,,Florida ELT / Lienholder Source List
CREATIVE AUTOMOTIVE FINANCE,CREATIVE AUTOMOTIVE FINANCE,2404 ATLANTIC BLVD,JACKSONVILLE,FL,32207,273666138,2,233291571,,,,,,,,,Florida ELT / Lienholder Source List
"CREATIVE CAPITAL, LLC",CREATIVE CAPITAL,PO BOX 630373,MIAMI,FL,33163,562583274,2,233651659,,,,,,,,,Florida ELT / Lienholder Source List
CREATIVE CAR SALES OF SWFL LLC,CREATIVE CAR SALES OF SWFL,3671 PALM BEACH BLVD,FORT MYERS,FL,33916,300701643,2,233347919,,,,,,,,,Florida ELT / Lienholder Source List
CRECAR FINANCIAL LLC,CRECAR FINANCIAL,7939 N FLORIDA AVE,TAMPA,FL,33604,992842922,2,631246445,,,,,,,,,Florida ELT / Lienholder Source List
CREDENTIAL LEASING CORPORATION,CREDENTIAL LEASING,PO BOX 1430,DANDRIDGE,TN,37725,331119549,1,219058257,,,,,,,,,Florida ELT / Lienholder Source List
CREDIBLE MOTORS LLC,CREDIBLE MOTORS,PO BOX 670986,CORAL SPRINGS,FL,33067,822381478,2,255799715,,,,,,,,,Florida ELT / Lienholder Source List
"CREDIFLASH, LLC.",CREDIFLASH,220 S FLAGLER AVE,HOMESTEAD,FL,33030,472715607,1,243262349,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT ACCEPTANCE,CREDIT ACCEPTANCE,25505 W 12 MILE RD,SOUTHFIELD,MI,48034,264049147,2,233680087,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT ACCEPTANCE CORPORATION,CREDIT ACCEPTANCE,25505 W 12 MILE RD,SOUTHFIELD,MI,48034,381999511,1,201594644,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT AUTO INC,CREDIT AUTO,1701 N WOODLAND BLVD,DELAND,FL,32720,273933046,2,234094745,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT BAY AUTO SALES STE 100,CREDIT BAY AUTO SALES STE 100,209 E COLUMBUS DR STE 100,TAMPA,FL,33602,273374947,2,233612975,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT CARS ACCEPTANCE CORP,CREDIT CARS ACCEPTANCE,4500 W COLONIAL DR,ORLANDO,FL,32808,911843802,2,254061459,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT CARS FINANCE CO,CREDIT CARS FINANCE,4500 W COLONIAL DR,ORLANDO,FL,32808,592952667,1,200193569,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT CARS OF NWA LLC,CREDIT CARS OF NWA,3302 S WALTON BLVD,BENTONVILLE,AR,72712,271487145,1,262677521,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT CARS ORLANDO,CREDIT CARS ORLANDO,4500 W COLONIAL DR,ORLANDO,FL,32808,871137363,2,604890425,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT CARS SALES LLC,CREDIT CARS SALES,9201 SR 52,HUDSON,FL,34669,264709201,2,233329349,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT CARS USA,CREDIT CARS USA,2497 NW 79 ST,MIAMI,FL,33147,203430584,3,231887665,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT EXPRESS GROUP,CREDIT EXPRESS GROUP,546 E COMMERCIAL BLVD,OAKLAND PARK,FL,33334,571161344,1,214321647,,,,,,,,,Florida ELT / Lienholder Source List
"CREDIT FINANCIAL GROUP, LLC",CREDIT FINANCIAL GROUP,5818 W HIGHWAY 74,INDIAN TRAIL,NC,28079,452852116,1,241204187,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT FINANCIAL MOTOR CORPORATION,CREDIT FINANCIAL MOTOR,465 S ORLANDO AVE STE 207,MAITLAND,FL,32751,822360719,1,252935305,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT FOSSIL LLC DBA CAR FOSSIL,CREDIT FOSSIL DBA CAR FOSSIL,1477 W LANDSTREET RD,ORLANDO,FL,32824,842259181,2,603506409,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT HUMAN FCU,CREDIT HUMAN FCU,PO BOX 1356,SAN ANTONIO,TX,78295,740956027,6,234947495,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT HUMAN FEDERAL CREDIT UNION,CREDIT HUMAN FEDERAL CREDIT UNION,620 GREEN VALLEY RD # 300,GREENSBORO,NC,27408,740956027,0,233736397,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT NATION AUTO SALES INC,CREDIT NATION AUTO SALES,5400 S ORANGE BLOSSOM TRL,ORLANDO,FL,32809,593517383,4,202634197,,,,,,,,,Florida ELT / Lienholder Source List
"CREDIT SHOP, INCORPORATED",CREDIT SHOP,PO BOX 26835,AUSTIN,TX,78755,463366406,1,241589537,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT SOLUTION AUTO SALES INC,CREDIT SOLUTION AUTO SALES,5005 PARK ST,JACKSONVILLE,FL,32205,371417617,1,233584927,,,,,,,,,Florida ELT / Lienholder Source List
"CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH",CREDIT SUISSE AG CAYMAN ISLANDS BRANCH,11 MADISON AVE FL 23,NEW YORK,NY,10010,135015677,1,236551197,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT UNION 1,CREDIT UNION 1,1941 ABBOTT RD,ANCHORAGE,AK,99507,920021481,3,230620163,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT UNION 1,CREDIT UNION 1,200 E CHAMPAIGN AVE,RANTOUL,IL,61866,370767435,6,233938533,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT UNION OF AMERICA,CREDIT UNION OF AMERICA,711 W DOUGLAS AVE,WICHITA,KS,67213,480477295,2,235718857,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT UNION OF ATLANTA,CREDIT UNION OF ATLANTA,670 METROPOLITAN PKWY SW,ATLANTA,GA,30310,581097538,2,239545767,,,,,,,,,Florida ELT / Lienholder Source List
"CREDIT UNION OF COLORADO, A FEDERAL CREDIT UNION",CREDIT UNION OF COLORADO A FEDERAL CREDIT UNION,8959 E 40TH AVE,DENVER,CO,80238,840174408,1,231878055,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT UNION OF DENVER,CREDIT UNION OF DENVER,9305 W ALAMEDA AVE,LAKEWOOD,CO,80226,840186846,3,233814177,,,,,,,,,Florida ELT / Lienholder Source List
CREDIT UNION OF DODGE CITY,CREDIT UNION OF DODGE CITY,PO BOX 1028,DODGE CITY,KS,67801,480529036,1,247603449,,,,,,,,,Florida ELT / Lienholder Source List
